id,sentiment
"8541_1",0
"1092_2",0
"3070_7",1
"10490_1",0
"4223_4",1
"2030_4",0
"1126_3",0
"1291_4",1
"9353_3",1
"2279_2",1
"11542_7",1
"8126_3",0
"9437_2",1
"8800_10",0
"8140_2",0
"6531_4",1
"4606_7",0
"4907_8",1
"9112_1",0
"7335_1",1
"5857_1",1
"1967_4",1
"7946_10",0
"12309_3",0
"11894_10",1
"11030_8",0
"12250_10",0
"7695_9",1
"10749_8",0
"10040_10",1
"4906_1",0
"1744_10",1
"11298_8",1
"9513_1",0
"3633_10",0
"7104_7",0
"8566_3",0
"10325_1",0
"4780_1",0
"11248_10",1
"1809_10",0
"5150_4",0
"8548_10",0
"9108_1",0
"6545_10",1
"2947_1",0
"9348_1",0
"3870_3",0
"1439_7",1
"3187_1",1
"2154_1",1
"7540_4",1
"8492_9",0
"2952_8",1
"346_10",0
"7680_4",0
"4768_4",0
"11069_10",1
"240_10",1
"1277_10",0
"11033_1",0
"1162_1",1
"12403_4",0
"4356_8",1
"10146_7",1
"406_2",1
"6894_7",0
"9813_8",0
"11150_10",0
"414_2",0
"6889_1",1
"684_2",1
"1709_3",0
"11837_7",1
"5063_1",1
"5666_10",1
"4166_9",0
"7250_2",0
"5897_1",0
"1910_9",1
"7822_1",0
"5921_7",1
"12230_4",1
"4794_4",0
"208_1",0
"8233_8",0
"5640_7",1
"4295_9",0
"9640_2",1
"8916_2",0
"9455_1",1
"6232_10",0
"11595_4",0
"8856_8",0
"12461_9",1
"9430_9",1
"6706_1",1
"3242_1",0
"9106_9",0
"4093_8",0
"11989_10",0
"8205_8",0
"329_1",1
"10561_8",0
"788_2",0
"3770_10",1
"12017_3",0
"7640_10",1
"147_9",1
"3213_1",0
"5985_10",0
"11756_7",0
"12277_10",1
"633_4",1
"3277_9",0
"5906_8",0
"9244_8",0
"2127_3",0
"9630_1",0
"4532_1",0
"1585_3",0
"7209_2",0
"12441_4",1
"9924_2",1
"8038_4",0
"1103_4",1
"3735_10",0
"3011_7",1
"9966_1",1
"1738_1",1
"515_10",0
"6105_10",0
"6161_1",1
"12195_8",1
"308_1",1
"3564_10",0
"6940_10",0
"9774_8",1
"3655_7",1
"1578_1",0
"5726_7",0
"787_9",1
"5231_4",1
"9124_10",0
"10192_2",1
"9395_9",0
"9091_10",1
"7348_10",1
"9257_4",0
"4912_8",0
"1984_10",0
"10657_8",1
"6143_3",0
"333_3",0
"2999_7",1
"11920_9",1
"7118_3",0
"875_10",0
"3347_7",1
"2754_1",0
"5834_4",1
"2077_10",1
"10665_2",0
"762_2",0
"6461_10",0
"6329_10",0
"11455_1",0
"7483_10",0
"658_1",0
"7912_4",1
"8547_10",0
"6388_7",0
"11427_10",1
"4450_9",1
"5675_9",1
"10022_7",0
"5366_1",1
"3611_10",1
"6410_10",0
"6945_3",0
"8039_1",1
"1732_4",1
"92_3",1
"1014_2",0
"1280_10",1
"5223_1",1
"3793_7",0
"407_10",1
"5435_10",1
"10227_10",0
"600_1",1
"8505_3",0
"8177_8",0
"1167_4",0
"1379_4",0
"4874_10",1
"1638_8",1
"3829_4",0
"9559_8",1
"12051_10",0
"383_4",1
"5374_8",0
"4324_7",1
"10452_1",1
"12478_9",1
"8787_4",1
"6_1",1
"918_10",0
"6004_2",0
"956_9",1
"11012_9",1
"3803_4",0
"1938_1",1
"2489_7",1
"1072_4",0
"76_3",0
"7900_4",1
"8838_9",0
"6208_1",1
"11989_1",1
"3975_3",1
"6339_1",0
"8610_2",1
"10571_8",0
"729_2",1
"1844_3",1
"5486_3",0
"12177_3",1
"7824_1",0
"7669_8",1
"5197_4",0
"7377_3",0
"9424_2",0
"7819_1",0
"6957_1",1
"10892_1",0
"7345_1",0
"8229_1",0
"11598_4",0
"10_9",0
"10997_10",0
"2388_3",1
"35_8",0
"11582_10",1
"427_4",1
"1906_10",1
"383_10",0
"4838_1",0
"9281_10",0
"1753_1",0
"5478_9",1
"1747_10",1
"8217_8",1
"4983_7",0
"12122_4",0
"1113_2",0
"6442_1",0
"5651_1",1
"1841_4",1
"10724_8",1
"6020_2",0
"1036_3",1
"6036_1",0
"9576_9",1
"2953_1",0
"1701_4",1
"8315_3",0
"2673_3",0
"1094_4",1
"5432_7",0
"2635_7",1
"4991_10",1
"1826_3",0
"8845_8",0
"7229_7",0
"8057_10",0
"9487_4",0
"11799_2",0
"9192_7",0
"256_9",0
"12117_7",1
"1611_1",0
"8301_1",1
"4412_2",0
"4704_8",1
"12189_4",0
"8290_2",0
"2939_10",1
"9694_4",1
"4774_10",0
"5411_1",1
"3623_3",1
"7715_2",1
"9703_2",1
"9721_2",0
"199_10",1
"5438_3",0
"10873_8",1
"2136_1",0
"76_7",0
"5430_3",0
"8678_4",1
"2834_9",1
"11994_2",1
"11830_4",1
"8793_10",0
"3504_4",1
"4391_4",1
"6643_7",0
"3251_1",0
"3333_4",0
"4218_3",0
"8814_10",1
"8285_1",0
"2631_1",1
"6295_7",1
"7696_8",1
"7818_9",1
"4434_1",0
"12225_1",0
"2257_1",0
"4223_8",1
"2218_1",1
"2117_1",0
"1486_7",1
"4680_4",0
"6361_10",1
"3674_8",0
"444_10",0
"7185_3",0
"12231_10",1
"8975_1",0
"3177_4",1
"11691_4",0
"2352_9",1
"12159_7",0
"5556_4",0
"9673_7",0
"9273_1",0
"11730_10",0
"11769_7",1
"9808_9",1
"1759_4",1
"3328_7",0
"5034_4",1
"7701_4",1
"10908_10",0
"9097_1",0
"9444_3",1
"10422_1",1
"6266_8",1
"7106_8",0
"2267_1",1
"6987_1",0
"3705_10",1
"4151_10",0
"5337_9",0
"10894_4",1
"8183_7",0
"8459_10",1
"11645_2",0
"5460_8",1
"5665_4",1
"12144_8",0
"4672_10",1
"9310_10",0
"6082_4",0
"10037_1",1
"9997_7",1
"3702_9",0
"6028_1",0
"1135_3",1
"1331_7",1
"486_9",0
"5177_8",1
"8208_2",0
"5328_8",1
"8463_9",1
"9010_7",0
"622_10",1
"102_1",0
"1306_7",0
"11507_2",0
"1342_1",0
"7473_9",1
"8600_1",0
"8875_9",1
"10125_1",1
"795_4",1
"4599_2",1
"1523_9",1
"2556_1",0
"8022_1",1
"837_7",0
"91_1",0
"8879_7",0
"11831_7",1
"119_4",1
"647_3",0
"1234_2",0
"8202_10",0
"1854_10",1
"9665_2",0
"6336_4",0
"8806_3",0
"420_4",1
"2624_7",1
"1678_3",1
"11204_1",1
"3275_1",0
"6038_10",0
"12067_1",0
"9245_2",1
"4709_9",0
"10423_1",0
"8894_10",0
"10506_10",0
"8663_7",1
"4967_10",1
"10787_10",0
"7148_10",1
"8474_10",1
"11157_7",0
"12487_3",0
"11955_4",0
"6659_10",1
"10803_3",0
"3931_4",0
"3030_9",1
"7916_8",0
"2547_10",1
"12242_10",1
"2596_1",0
"10006_7",0
"5003_4",0
"4936_8",0
"5507_4",1
"3451_4",1
"6229_3",0
"8416_1",1
"6629_1",0
"10748_10",1
"11312_2",1
"3553_4",1
"435_8",1
"11296_8",0
"225_2",0
"6195_10",1
"1859_3",0
"11647_2",0
"8971_9",1
"3603_1",0
"6210_10",0
"923_2",1
"6364_1",0
"5576_3",1
"4060_10",1
"6275_2",0
"4192_4",1
"11043_1",1
"7682_2",0
"2585_2",0
"6995_4",1
"4478_8",0
"2780_9",1
"2146_9",1
"5560_2",0
"4707_1",0
"5650_10",0
"12005_1",0
"9460_1",1
"869_7",0
"1054_3",0
"230_9",0
"1838_2",0
"5173_3",1
"6510_4",1
"1375_8",1
"1468_9",0
"4663_8",1
"9765_1",0
"2672_7",1
"1223_1",0
"4454_9",0
"1647_1",1
"10528_3",0
"12047_10",1
"9315_1",0
"5421_7",1
"7987_2",1
"11372_1",0
"12258_1",0
"3988_7",1
"12406_2",1
"3193_9",0
"5072_3",0
"1717_3",1
"8676_8",0
"8056_1",0
"4483_8",0
"10316_8",1
"5790_7",1
"9890_3",1
"11305_8",0
"11692_1",0
"11893_10",1
"11275_10",0
"3698_3",1
"6532_4",0
"10376_7",1
"4994_9",1
"3845_4",0
"10489_4",0
"1672_8",1
"11745_1",0
"12446_3",1
"8090_9",1
"10886_4",1
"5563_1",1
"2294_8",0
"11115_1",0
"9114_10",0
"9664_10",0
"8701_2",0
"10996_8",0
"10752_1",1
"5972_3",0
"4520_7",1
"1411_4",1
"8596_3",1
"10905_8",1
"1522_8",1
"2661_10",1
"110_10",0
"2_9",1
"8013_1",1
"1224_9",1
"10910_2",0
"7139_10",1
"864_9",1
"11804_4",1
"10861_4",0
"503_10",1
"136_4",0
"3575_10",0
"23_7",0
"11133_10",1
"10480_10",0
"363_1",1
"10008_2",1
"10981_2",0
"1636_10",0
"5748_10",0
"6932_7",1
"11251_10",1
"989_4",0
"2612_10",1
"2208_7",1
"3810_4",1
"8242_3",1
"2654_10",0
"4744_9",1
"5357_8",1
"7571_3",0
"7435_4",0
"12373_2",1
"6571_3",1
"1163_7",0
"10310_2",0
"12360_4",1
"275_3",1
"8898_8",1
"2911_10",0
"10099_1",0
"2741_10",0
"10544_4",1
"5535_8",1
"11987_4",0
"7373_4",0
"3126_10",0
"8221_9",0
"620_10",1
"8765_10",1
"10383_10",1
"6972_9",0
"9538_2",1
"9920_3",0
"8022_8",0
"7497_4",0
"10324_9",0
"5916_2",0
"3334_4",0
"3236_7",1
"5572_4",0
"4865_3",1
"11873_8",0
"3157_10",1
"9294_7",1
"3774_8",1
"8207_10",0
"7018_3",0
"11543_1",1
"2659_1",0
"2159_4",1
"1003_10",1
"9375_4",0
"3838_7",0
"3378_7",1
"7866_10",1
"5539_10",0
"8601_10",1
"10173_1",0
"9632_8",1
"5969_10",1
"1870_1",1
"3756_8",1
"11993_1",1
"4102_10",1
"4037_2",1
"5482_1",1
"3156_9",1
"4347_8",0
"9068_9",1
"3131_7",1
"10704_4",0
"1519_1",0
"7711_10",1
"6864_3",1
"9945_1",1
"7580_1",0
"4027_10",0
"9268_3",0
"2863_1",0
"3937_8",1
"2796_10",1
"9056_8",1
"1830_8",1
"6331_3",1
"8199_2",0
"9222_4",0
"5591_2",0
"5765_9",0
"2177_8",0
"9015_4",0
"393_8",0
"2304_9",0
"2897_4",0
"6438_1",1
"7733_1",0
"12129_7",1
"9738_8",1
"3982_1",0
"2917_7",1
"11448_2",1
"10581_10",0
"4880_4",1
"3128_9",1
"4309_8",1
"10097_1",0
"5894_4",0
"5414_2",0
"8511_10",1
"11504_8",1
"7691_2",1
"3466_7",1
"6392_3",0
"9641_9",1
"4256_4",1
"8840_10",0
"7542_2",0
"3842_7",1
"3345_1",1
"5581_4",1
"5104_10",1
"2958_1",0
"10081_1",0
"3461_2",0
"10602_4",0
"3715_7",1
"3085_10",0
"914_3",0
"5908_2",1
"3230_4",0
"9447_8",0
"8774_4",0
"5382_7",1
"5030_9",0
"51_10",1
"10171_3",0
"6933_9",0
"9761_10",1
"6411_10",1
"7189_4",0
"3563_8",1
"8771_7",0
"8327_9",0
"825_10",0
"10130_10",1
"2919_1",0
"4231_7",0
"2837_8",0
"7907_3",1
"11568_7",0
"1739_10",0
"4213_1",1
"7865_3",0
"11418_7",1
"10578_7",0
"12324_10",1
"1464_4",0
"1110_9",1
"10357_8",0
"514_10",0
"10305_4",1
"7682_8",1
"5686_9",1
"6169_10",0
"7757_9",0
"9378_9",0
"3222_4",1
"12385_7",0
"5250_10",0
"7066_8",1
"9006_7",1
"4313_4",1
"8331_4",0
"2728_3",0
"122_1",0
"7081_2",1
"7250_8",0
"4486_7",1
"8515_2",1
"2669_1",0
"7076_10",1
"10854_4",0
"1040_1",1
"9795_7",0
"1664_10",1
"6483_1",0
"8147_4",0
"7068_3",0
"4281_10",1
"5513_7",1
"3213_10",0
"2638_1",1
"11532_3",0
"3584_4",1
"9315_7",1
"1362_4",0
"11277_1",1
"3425_1",0
"6307_3",1
"453_3",0
"7937_2",0
"92_9",1
"5829_10",0
"741_1",0
"9891_1",0
"2925_1",1
"4672_3",1
"6592_10",1
"1651_2",1
"8966_1",1
"8431_9",0
"1516_7",0
"274_2",0
"9852_7",1
"10469_1",0
"12355_2",1
"380_10",0
"3226_10",1
"12437_1",0
"8482_1",0
"4185_8",0
"5444_1",0
"1974_4",0
"5820_7",0
"1506_7",1
"12097_4",1
"9032_8",1
"9204_10",0
"6847_3",1
"9173_1",0
"2503_1",0
"9389_4",0
"12186_1",1
"2223_8",1
"8865_4",0
"1892_8",1
"0_9",1
"4042_7",1
"3848_8",0
"11142_1",0
"2946_10",1
"9671_10",1
"6459_3",1
"6641_1",0
"1266_8",0
"2983_2",1
"2915_1",0
"11834_7",0
"1795_2",0
"7789_3",0
"6981_9",0
"11325_4",0
"1721_1",0
"1205_3",1
"8069_8",1
"8_7",1
"6329_1",0
"5412_2",0
"889_10",1
"8521_10",1
"125_1",0
"5450_1",0
"5900_4",0
"4460_9",1
"4652_9",1
"8444_1",1
"7353_1",1
"8626_1",0
"2640_2",0
"12277_3",0
"8734_1",1
"3043_1",1
"7165_10",0
"8173_1",0
"11027_4",1
"12108_9",1
"6221_3",1
"1836_2",1
"8963_8",1
"7826_8",1
"5445_10",1
"6722_2",0
"8908_10",0
"3698_10",0
"7693_9",1
"10443_3",0
"4237_10",1
"285_10",1
"2007_7",0
"5999_7",1
"11701_3",0
"4352_10",0
"8150_10",0
"4846_7",0
"2898_1",1
"12286_7",1
"9532_10",1
"11471_3",0
"3992_2",0
"3806_4",1
"2165_7",0
"1879_10",1
"11830_9",1
"1545_10",1
"11067_2",0
"11853_7",0
"9160_1",0
"12460_7",1
"10122_7",0
"3172_2",0
"4444_10",0
"6929_8",1
"12059_3",0
"10165_7",1
"10270_1",0
"5945_10",0
"9284_8",0
"970_10",0
"4775_3",0
"4894_2",1
"11472_7",1
"5537_10",1
"2646_3",0
"1510_3",0
"7643_4",0
"4651_3",0
"11253_1",0
"1424_10",0
"11257_7",1
"3858_10",0
"3920_9",1
"10208_7",1
"7503_7",1
"10250_10",1
"11897_9",0
"6692_9",1
"2987_10",1
"1374_1",0
"5196_4",1
"10619_1",0
"11870_1",0
"11226_4",0
"10199_7",1
"1952_8",0
"10143_8",0
"8514_7",1
"10729_8",1
"9585_10",0
"958_9",1
"11610_10",0
"5989_7",0
"8973_3",1
"11714_10",0
"9661_8",1
"2194_3",0
"10444_1",0
"9861_10",0
"4397_3",0
"8112_1",0
"11344_3",1
"5506_10",1
"5593_10",1
"749_10",1
"2558_10",0
"963_4",0
"11947_9",0
"990_9",0
"967_3",0
"551_1",0
"6457_4",0
"6465_4",1
"2132_4",1
"5094_8",1
"1746_1",0
"11227_1",0
"5229_10",0
"12257_8",1
"6569_7",1
"10468_1",1
"1115_9",0
"6798_9",1
"6003_8",0
"11266_1",1
"7363_9",0
"3918_10",1
"6254_3",1
"8842_9",1
"7238_9",1
"10045_1",1
"6907_8",1
"2359_1",0
"928_10",1
"803_4",1
"10647_8",1
"7321_2",0
"12440_1",1
"206_10",1
"2530_2",1
"8632_4",0
"5488_2",0
"2474_1",0
"3044_7",0
"6035_10",1
"4115_8",1
"4654_2",0
"12218_1",1
"863_2",0
"6353_1",0
"8958_10",0
"9800_9",1
"7187_8",0
"6652_3",0
"3198_3",0
"4260_9",1
"11371_10",1
"9063_8",1
"2936_3",0
"6459_10",0
"878_7",1
"8903_3",0
"5347_7",0
"5508_10",0
"3795_1",1
"11065_8",0
"10291_4",0
"4869_10",1
"10547_9",1
"11758_7",1
"3302_10",0
"7192_1",1
"659_10",1
"11042_7",1
"11040_2",1
"12079_2",0
"6938_4",0
"3723_1",0
"12207_1",0
"8692_2",0
"10524_4",0
"8032_10",1
"10285_10",0
"2205_8",1
"3682_8",0
"5945_1",0
"5031_3",0
"2371_8",0
"1151_1",0
"9323_10",1
"1116_3",1
"1493_1",0
"3691_3",0
"12248_4",0
"8708_3",1
"7449_1",1
"1662_7",1
"933_10",0
"10127_1",1
"7233_4",0
"9063_2",1
"9878_7",1
"1984_1",0
"2082_10",0
"3450_7",1
"10342_2",1
"2129_8",1
"2235_1",0
"4975_1",0
"7406_2",0
"505_2",0
"11338_3",0
"10624_7",1
"10624_1",0
"4147_8",1
"711_4",0
"7963_9",1
"10519_1",0
"12259_1",0
"11777_9",1
"11548_4",1
"6442_9",1
"2262_1",0
"4432_2",1
"1245_2",0
"11748_8",1
"6422_7",0
"9219_10",1
"10183_1",1
"6871_4",1
"2933_3",1
"12057_1",0
"3621_1",1
"12132_10",1
"12132_4",0
"4159_1",1
"12429_1",0
"4330_1",1
"2932_4",0
"443_10",1
"3388_7",0
"9572_8",1
"8524_10",1
"6452_1",0
"5409_10",1
"525_1",0
"6846_1",1
"2828_3",0
"3862_4",1
"674_10",0
"8828_10",0
"2963_8",1
"2483_1",0
"9159_1",1
"1073_2",1
"6684_1",0
"5923_7",1
"6352_2",1
"9919_9",1
"9407_4",1
"5561_3",0
"2093_3",1
"6668_2",1
"5215_2",0
"8561_3",0
"6488_10",0
"1945_8",0
"6712_2",0
"7986_4",1
"1269_2",1
"8146_10",0
"8560_1",0
"7747_1",0
"8420_9",0
"2475_3",0
"5466_8",1
"2386_8",0
"8059_10",0
"793_2",1
"6326_10",1
"6742_4",1
"4391_8",0
"10517_8",1
"10009_1",1
"2860_9",1
"359_8",0
"2469_10",1
"8962_9",1
"4297_1",0
"2341_8",0
"820_10",0
"8721_1",0
"1806_4",1
"5209_8",0
"8388_1",0
"1213_10",1
"5278_7",1
"3625_2",0
"1937_10",0
"4095_8",1
"6804_1",0
"9596_1",1
"8178_8",0
"10774_8",1
"154_8",1
"5309_1",0
"8411_7",1
"9909_7",1
"1005_3",1
"4712_7",1
"7088_1",0
"2992_7",0
"3971_8",0
"9476_4",1
"2344_9",1
"9283_8",1
"3849_4",1
"11415_8",1
"8647_1",0
"6777_4",1
"504_8",1
"5661_2",0
"12209_7",1
"583_8",0
"6467_7",1
"5882_1",0
"10002_1",0
"9750_10",1
"7790_9",1
"2222_10",1
"9326_2",1
"5224_10",0
"10617_8",0
"11021_1",0
"4297_9",1
"10383_2",0
"7224_8",0
"9743_1",1
"5823_10",0
"244_4",1
"10251_10",0
"3113_1",0
"5605_7",1
"6955_1",0
"12262_3",1
"9977_4",1
"8143_10",1
"11996_1",1
"3636_8",1
"2761_1",0
"11312_9",1
"6479_10",0
"7837_4",1
"8338_3",1
"1045_8",1
"6539_1",0
"3955_1",0
"11891_9",0
"7387_7",0
"12253_9",1
"10852_10",1
"8845_3",0
"9964_10",1
"352_10",0
"959_4",0
"10975_3",0
"966_2",0
"7924_9",0
"9400_8",0
"7732_4",1
"4722_1",0
"11726_9",0
"377_1",0
"4627_7",0
"883_9",0
"10166_2",0
"11728_2",0
"10159_7",0
"147_4",1
"2175_1",0
"1958_4",0
"2901_1",1
"10859_4",0
"12188_4",0
"4504_9",0
"11340_4",0
"1372_7",1
"8609_3",0
"1734_2",1
"11336_7",1
"6497_1",0
"4452_4",1
"10367_4",0
"3724_1",1
"4499_9",1
"6082_9",1
"4392_9",0
"12012_2",0
"3976_10",1
"11157_3",1
"2536_1",1
"5789_9",0
"797_1",0
"1010_10",1
"6634_2",1
"11343_4",0
"7284_8",0
"5075_7",1
"7908_2",1
"8319_10",1
"7273_8",1
"5620_3",0
"518_3",1
"27_1",0
"1657_9",1
"8978_10",1
"4090_3",0
"11498_7",1
"276_2",1
"5927_4",0
"10835_10",0
"7222_8",0
"7928_4",0
"9030_10",1
"8621_10",1
"2433_8",1
"1868_1",0
"6751_8",0
"10153_9",1
"2092_3",1
"9103_1",1
"2371_3",1
"11106_1",1
"5198_7",1
"8664_1",1
"1300_1",1
"4088_1",1
"4396_10",0
"10463_10",0
"9496_10",1
"11291_10",1
"7566_1",0
"7561_2",0
"1014_9",1
"8320_8",1
"5301_8",0
"10318_7",1
"4924_7",0
"12162_8",0
"11404_10",0
"2803_10",0
"11863_10",0
"11943_1",0
"11031_8",0
"9897_4",1
"6747_8",1
"3291_8",1
"7145_1",1
"3957_10",1
"4702_1",0
"9869_3",1
"9194_9",1
"5138_10",0
"9314_10",1
"1964_7",1
"1907_2",0
"208_9",0
"5853_10",0
"7588_8",0
"1367_1",0
"6787_9",1
"10231_1",1
"10454_1",1
"11945_3",1
"5854_1",0
"5091_1",0
"10792_9",1
"10507_10",1
"5898_8",0
"9651_3",1
"11880_10",0
"10380_4",1
"942_2",0
"7579_8",1
"8493_1",0
"6654_1",0
"9291_7",1
"12371_1",0
"7143_2",0
"12465_9",0
"3116_2",0
"7378_4",0
"4677_9",1
"11501_8",1
"420_7",0
"2836_1",1
"9234_4",0
"11963_10",1
"1955_1",0
"2439_2",0
"168_1",1
"11300_4",0
"2626_4",0
"4395_10",1
"3981_10",0
"12415_8",1
"11810_7",1
"4600_10",0
"399_2",1
"6136_2",1
"2267_8",1
"7337_10",1
"8687_2",0
"12339_4",1
"9648_8",1
"3024_1",0
"909_8",0
"3590_1",0
"4328_3",1
"7940_7",0
"12083_3",1
"9534_10",0
"11613_2",1
"8344_10",0
"10962_3",1
"8902_7",1
"7389_10",1
"8085_7",0
"1823_1",1
"8468_3",0
"11941_8",0
"5282_4",1
"8359_4",1
"8939_1",0
"6201_1",1
"6712_9",1
"191_3",1
"1451_2",1
"5216_8",1
"10923_1",1
"12032_8",0
"4357_10",0
"7754_2",0
"5274_3",1
"4053_8",0
"8448_10",1
"2054_9",1
"9500_7",1
"10693_8",1
"11694_7",1
"2022_4",1
"3410_3",0
"758_2",1
"1793_4",0
"1840_10",0
"7570_10",1
"8172_1",0
"2038_7",0
"3246_4",0
"1963_4",0
"6434_3",0
"10696_7",1
"12018_3",0
"8470_2",1
"2317_1",0
"7101_2",1
"10160_4",0
"7010_10",1
"8522_2",0
"324_1",1
"930_7",1
"7007_8",1
"9431_10",1
"7773_1",1
"9546_8",1
"9818_7",1
"9463_10",0
"4857_7",1
"12050_2",0
"5036_9",0
"3505_1",1
"7256_3",1
"1922_9",1
"5950_4",1
"1594_8",1
"7938_7",1
"11177_3",0
"4769_7",0
"8645_8",1
"4154_10",0
"823_4",1
"5139_4",1
"3366_1",1
"2943_1",1
"3411_1",0
"4383_9",1
"4955_9",0
"6285_1",0
"3533_10",1
"6218_7",0
"10546_1",0
"2714_10",0
"11395_4",0
"3563_4",0
"5925_3",0
"8502_1",0
"2133_10",1
"5943_10",1
"7050_3",0
"11941_4",0
"512_10",1
"2201_3",0
"10273_2",0
"506_2",0
"11685_8",1
"915_4",0
"1153_10",1
"9931_4",0
"11703_1",1
"3046_4",0
"2458_2",1
"10231_10",0
"4077_1",0
"49_4",0
"9387_9",1
"4115_1",0
"7056_4",0
"1796_2",0
"4462_9",1
"5628_7",0
"3777_4",0
"9208_7",1
"4895_10",0
"1594_1",0
"337_9",0
"298_4",1
"10650_8",1
"5785_10",0
"7485_8",0
"10454_9",0
"1850_10",1
"4465_2",0
"9354_9",1
"5461_3",1
"1906_1",0
"7448_8",1
"3622_8",0
"685_8",1
"12267_8",1
"2165_4",1
"7319_10",0
"4337_7",1
"5111_10",1
"6114_7",1
"11439_3",1
"368_10",0
"7368_1",0
"6215_7",1
"1323_1",0
"11455_8",0
"1031_2",0
"3082_1",0
"9675_4",1
"5797_3",0
"9265_9",1
"5736_7",0
"3778_10",0
"11777_3",1
"573_1",1
"3646_8",0
"11376_2",0
"5887_7",0
"12265_10",1
"7555_7",1
"7531_8",1
"7623_4",1
"6032_2",1
"8227_1",1
"2006_3",0
"6285_7",1
"5839_3",0
"1369_4",1
"9362_1",0
"3206_4",1
"11965_4",1
"411_2",1
"1304_7",1
"11306_8",0
"2707_1",0
"8999_4",0
"10413_10",0
"6338_1",0
"3076_1",1
"10726_1",1
"3641_4",0
"5577_8",1
"1828_3",1
"9758_4",1
"8127_8",1
"407_4",1
"2036_4",0
"638_10",0
"998_7",0
"2675_1",0
"11132_10",0
"1555_1",0
"4910_1",0
"1954_10",0
"6217_8",1
"7342_7",0
"7575_10",1
"9977_7",1
"4918_7",1
"4072_1",0
"3739_2",0
"7113_2",0
"3612_1",0
"10059_4",1
"2354_1",1
"2566_1",0
"6039_3",0
"6544_10",0
"6427_3",0
"11707_10",0
"10928_7",0
"11904_1",0
"10215_10",0
"3613_8",1
"10475_1",1
"3396_3",1
"11479_10",1
"9718_4",0
"10063_9",0
"5510_1",0
"9203_1",1
"6766_8",0
"602_10",0
"3270_1",0
"8064_10",0
"1985_10",1
"10654_1",0
"3503_7",0
"6727_9",0
"7417_2",1
"10150_9",1
"2172_2",0
"1976_10",1
"1815_2",0
"8050_10",1
"7311_9",1
"6882_9",0
"1717_8",1
"11424_1",1
"834_8",1
"1398_7",1
"5826_10",1
"9492_7",0
"7390_2",0
"238_10",1
"8556_7",1
"3469_4",1
"9923_7",1
"122_9",1
"8255_3",0
"2221_8",0
