id,sentiment
"11150_10",1
"414_2",0
"6889_1",1
"684_2",0
"1709_3",0
"11837_7",1
"5063_1",0
"5666_10",1
"4166_9",1
"7250_2",1
"5897_1",0
"1910_9",1
"7822_1",0
"5921_7",1
"12230_4",1
"4794_4",0
"208_1",0
"8233_8",0
"5640_7",1
"4295_9",1
"9640_2",0
"8916_2",0
"9455_1",0
"6232_10",1
"11595_4",0
"8856_8",1
"12461_9",1
"9430_9",1
"6706_1",1
"3242_1",0
"9106_9",1
"4093_8",1
"11989_10",1
"8205_8",1
"329_1",0
"10561_8",1
"788_2",0
"3770_10",1
"12017_3",0
"7640_10",1
"147_9",1
"3213_1",0
"5985_10",1
"11756_7",1
"12277_10",1
"633_4",0
"3277_9",1
"5906_8",1
"9244_8",1
"2127_3",1
"9630_1",0
"4532_1",0
"1585_3",0
"7209_2",1
"12441_4",0
"9924_2",1
"8038_4",0
"1103_4",1
"3735_10",1
"3011_7",1
"9966_1",0
"1738_1",0
"515_10",1
"6105_10",1
"6161_1",0
"12195_8",1
"308_1",0
"3564_10",1
"6940_10",1
"9774_8",1
"3655_7",1
"1578_1",0
"5726_7",1
"787_9",1
"5231_4",0
"9124_10",1
"10192_2",0
"9395_9",1
"9091_10",1
"7348_10",1
"9257_4",1
"4912_8",1
"1984_10",1
"10657_8",1
"6143_3",0
"333_3",0
"2999_7",0
"11920_9",0
"7118_3",0
"875_10",0
"3347_7",1
"2754_1",0
"5834_4",1
"2077_10",1
"10665_2",0
"762_2",0
"6461_10",1
"6329_10",0
"11455_1",0
"7483_10",1
"658_1",0
"7912_4",0
"8547_10",0
"6388_7",0
"11427_10",1
"4450_9",1
"5675_9",1
"10022_7",1
"5366_1",0
"3611_10",1
"6410_10",1
"6945_3",0
"8039_1",0
"1732_4",1
"92_3",0
"1014_2",0
"1280_10",1
"5223_1",0
"3793_7",1
"407_10",0
"5435_10",1
"10227_10",0
"600_1",0
"8505_3",0
"8177_8",0
"1167_4",0
"1379_4",1
"4874_10",1
"1638_8",1
"3829_4",1
"9559_8",0
"12051_10",0
"383_4",0
"5374_8",1
"4324_7",1
"10452_1",0
"12478_9",1
"8787_4",0
"6_1",0
"918_10",1
"6004_2",0
"956_9",0
"11012_9",1
"3803_4",0
"1938_1",0
"2489_7",1
"1072_4",0
"76_3",0
"7900_4",0
"8838_9",0
"6208_1",0
"11989_1",0
"3975_3",0
"6339_1",0
"8610_2",0
"10571_8",1
"729_2",0
"1844_3",1
"5486_3",0
"12177_3",0
"7824_1",0
"7669_8",0
"5197_4",0
"7377_3",0
"9424_2",0
"7819_1",0
"6957_1",0
"10892_1",0
"7345_1",0
"8229_1",0
"11598_4",0
"10_9",0
"10997_10",1
"2388_3",0
"35_8",0
"11582_10",1
"427_4",0
"1906_10",1
"383_10",1
"4838_1",0
"9281_10",1
"1753_1",1
"5478_9",0
"1747_10",1
"8217_8",1
"4983_7",1
"12122_4",0
"1113_2",1
"6442_1",0
"5651_1",0
"1841_4",0
"10724_8",1
"6020_2",0
"1036_3",1
"6036_1",0
"9576_9",1
"2953_1",0
"1701_4",1
"8315_3",1
"2673_3",0
"1094_4",1
"5432_7",0
"2635_7",0
"4991_10",1
"1826_3",0
"8845_8",1
"7229_7",0
"8057_10",1
"9487_4",0
"11799_2",1
"9192_7",0
"256_9",1
"12117_7",1
"1611_1",0
"8301_1",0
"4412_2",0
"4704_8",1
"12189_4",0
"8290_2",1
"2939_10",1
"9694_4",0
"4774_10",1
"5411_1",0
"3623_3",0
"7715_2",0
"9703_2",0
"9721_2",0
"199_10",1
"5438_3",0
"10873_8",1
"2136_1",0
"76_7",0
"5430_3",0
"8678_4",0
"2834_9",0
"11994_2",0
"11830_4",0
"8793_10",1
"3504_4",0
"4391_4",0
"6643_7",1
"3251_1",0
"3333_4",1
"4218_3",0
"8814_10",1
"8285_1",0
"2631_1",1
"6295_7",1
"7696_8",1
"7818_9",1
"4434_1",0
"12225_1",0
"2257_1",0
"4223_8",1
"2218_1",0
"2117_1",0
"1486_7",1
"4680_4",0
"6361_10",1
"3674_8",1
"444_10",1
"7185_3",0
"12231_10",0
"8975_1",1
"3177_4",0
"11691_4",0
"2352_9",0
"12159_7",1
"5556_4",0
"9673_7",1
"9273_1",0
"11730_10",1
"11769_7",1
"9808_9",1
"1759_4",0
"3328_7",0
"5034_4",0
"7701_4",0
"10908_10",1
"9097_1",0
"9444_3",0
"10422_1",1
"6266_8",0
"7106_8",1
"2267_1",0
"6987_1",0
"3705_10",1
"4151_10",1
"5337_9",1
"10894_4",0
"8183_7",0
"8459_10",1
"11645_2",1
"5460_8",1
"5665_4",1
"12144_8",0
"4672_10",1
"9310_10",0
"6082_4",0
"10037_1",1
"9997_7",1
"3702_9",1
"6028_1",0
"1135_3",1
"1331_7",1
"486_9",1
"5177_8",1
"8208_2",0
"5328_8",1
"8463_9",0
"9010_7",1
"622_10",1
"102_1",0
"1306_7",0
"11507_2",0
"1342_1",0
"7473_9",1
"8600_1",0
"8875_9",1
"10125_1",0
"795_4",0
"4599_2",0
"1523_9",1
"2556_1",0
"8022_1",0
"837_7",1
"91_1",0
"8879_7",1
"11831_7",1
"119_4",1
"647_3",0
"1234_2",0
"8202_10",1
"1854_10",1
"9665_2",0
"6336_4",1
"8806_3",0
"420_4",0
"2624_7",1
"1678_3",1
"11204_1",0
"3275_1",1
"6038_10",0
"12067_1",1
"9245_2",0
"4709_9",1
"10423_1",1
"8894_10",1
"10506_10",0
"8663_7",1
"4967_10",1
"10787_10",1
"7148_10",0
"8474_10",1
"11157_7",0
"12487_3",1
"11955_4",0
"6659_10",1
"10803_3",0
"3931_4",0
"3030_9",1
"7916_8",0
"2547_10",1
"12242_10",1
"2596_1",0
"10006_7",1
"5003_4",0
"4936_8",1
"5507_4",1
"3451_4",1
"6229_3",0
"8416_1",0
"6629_1",1
"10748_10",1
"11312_2",0
"3553_4",1
"435_8",1
"11296_8",1
"225_2",1
"6195_10",1
"1859_3",0
"11647_2",0
"8971_9",1
"3603_1",0
"6210_10",1
"923_2",0
"6364_1",0
"5576_3",1
"4060_10",1
"6275_2",0
"4192_4",0
"11043_1",0
"7682_2",1
"2585_2",0
"6995_4",0
"4478_8",0
"2780_9",1
"2146_9",1
"5560_2",0
"4707_1",0
"5650_10",1
"12005_1",0
"9460_1",1
"869_7",1
"1054_3",1
"230_9",1
"1838_2",0
"5173_3",0
"6510_4",0
"1375_8",0
"1468_9",0
"4663_8",1
"9765_1",0
"2672_7",0
"1223_1",0
"4454_9",1
"1647_1",0
"10528_3",1
"12047_10",0
"9315_1",0
"5421_7",1
"7987_2",0
"11372_1",0
"12258_1",0
"3988_7",0
"12406_2",0
"3193_9",1
"5072_3",0
"1717_3",0
"8676_8",0
"8056_1",0
"4483_8",1
"10316_8",1
"5790_7",1
"9890_3",0
"11305_8",1
"11692_1",0
"11893_10",1
"11275_10",0
"3698_3",1
"6532_4",0
"10376_7",0
"4994_9",1
"3845_4",1
"10489_4",0
"1672_8",1
"11745_1",0
"12446_3",0
"8090_9",1
"10886_4",0
"5563_1",0
"2294_8",1
"11115_1",0
"9114_10",1
"9664_10",1
"8701_2",0
"10996_8",1
"10752_1",0
"5972_3",0
"4520_7",1
"1411_4",0
"8596_3",0
"10905_8",0
"1522_8",1
"2661_10",1
"110_10",1
"2_9",0
"8013_1",0
"1224_9",1
"10910_2",0
"7139_10",1
"864_9",1
"11804_4",0
"10861_4",0
"503_10",0
"136_4",0
"3575_10",0
"23_7",1
"11133_10",1
"10480_10",1
"363_1",1
"10008_2",1
"10981_2",0
"1636_10",1
"5748_10",1
"6932_7",1
"11251_10",1
"989_4",0
"2612_10",1
"2208_7",0
"3810_4",0
"8242_3",0
"2654_10",1
"4744_9",0
"5357_8",1
"7571_3",1
"7435_4",0
"12373_2",0
"6571_3",1
"1163_7",0
"10310_2",1
"12360_4",0
"275_3",1
"8898_8",1
"2911_10",1
"10099_1",0
"2741_10",1
"10544_4",0
"5535_8",1
"11987_4",0
"7373_4",0
"3126_10",1
"8221_9",1
"620_10",1
"8765_10",1
"10383_10",1
"6972_9",1
"9538_2",0
"9920_3",0
"8022_8",1
"7497_4",1
"10324_9",1
"5916_2",1
"3334_4",0
"3236_7",1
"5572_4",0
"4865_3",1
"11873_8",1
"3157_10",1
"9294_7",1
"3774_8",1
"8207_10",1
"7018_3",1
"11543_1",0
"2659_1",0
"2159_4",0
"1003_10",0
"9375_4",0
"3838_7",0
"3378_7",0
"7866_10",0
"5539_10",1
"8601_10",1
"10173_1",0
"9632_8",1
"5969_10",0
"1870_1",0
"3756_8",1
"11993_1",0
"4102_10",1
"4037_2",0
"5482_1",0
"3156_9",1
"4347_8",0
"9068_9",0
"3131_7",1
"10704_4",0
"1519_1",0
"7711_10",0
"6864_3",0
"9945_1",0
"7580_1",0
"4027_10",1
"9268_3",0
"2863_1",0
"3937_8",1
"2796_10",1
"9056_8",1
"1830_8",1
"6331_3",0
"8199_2",0
"9222_4",1
"5591_2",1
"5765_9",0
"2177_8",1
"9015_4",0
"393_8",1
"2304_9",1
"2897_4",0
"6438_1",0
"7733_1",0
"12129_7",1
"9738_8",1
"3982_1",0
"2917_7",1
"11448_2",0
"10581_10",1
"4880_4",0
"3128_9",1
"4309_8",1
"10097_1",0
"5894_4",0
"5414_2",0
"8511_10",1
"11504_8",1
"7691_2",0
"3466_7",1
"6392_3",0
"9641_9",0
"4256_4",0
"8840_10",1
"7542_2",0
"3842_7",0
"3345_1",0
"5581_4",0
"5104_10",1
"2958_1",0
"10081_1",0
"3461_2",0
"10602_4",0
"3715_7",1
"3085_10",1
"914_3",0
"5908_2",0
"3230_4",0
"9447_8",1
"8774_4",1
"5382_7",1
"5030_9",0
"51_10",1
"10171_3",1
"6933_9",1
"9761_10",1
"6411_10",1
"7189_4",0
"3563_8",1
"8771_7",1
"8327_9",1
"825_10",1
"10130_10",1
"2919_1",0
"4231_7",1
"2837_8",1
"7907_3",0
"11568_7",0
"1739_10",1
"4213_1",1
"7865_3",0
"11418_7",1
"10578_7",1
"12324_10",1
"1464_4",0
"1110_9",0
"10357_8",1
"514_10",1
"10305_4",0
"7682_8",1
"5686_9",1
"6169_10",1
"7757_9",1
"9378_9",0
"3222_4",1
"12385_7",1
"5250_10",1
"7066_8",1
"9006_7",1
"4313_4",0
"8331_4",0
"2728_3",0
"122_1",0
"7081_2",0
"7250_8",1
"4486_7",1
"8515_2",0
"2669_1",0
"7076_10",1
"10854_4",1
"1040_1",0
"9795_7",1
"1664_10",1
"6483_1",0
"8147_4",1
"7068_3",0
"4281_10",1
"5513_7",1
"3213_10",1
"2638_1",0
"11532_3",0
"3584_4",0
"9315_7",1
"1362_4",1
"11277_1",0
"3425_1",0
"6307_3",0
"453_3",1
"7937_2",0
"92_9",1
"5829_10",1
"741_1",0
"9891_1",1
"2925_1",0
"4672_3",1
"6592_10",1
"1651_2",0
"8966_1",0
"8431_9",1
"1516_7",1
"274_2",0
"9852_7",0
"10469_1",0
"12355_2",0
"380_10",1
"3226_10",0
"12437_1",0
"8482_1",0
"4185_8",0
"5444_1",0
"1974_4",1
"5820_7",1
"1506_7",1
"12097_4",0
"9032_8",1
"9204_10",1
"6847_3",1
"9173_1",0
"2503_1",0
"9389_4",0
"12186_1",0
"2223_8",0
"8865_4",0
"1892_8",1
"0_9",0
"4042_7",0
"3848_8",0
"11142_1",0
"2946_10",1
"9671_10",1
"6459_3",0
"6641_1",0
"1266_8",1
"2983_2",0
"2915_1",0
"11834_7",1
"1795_2",0
"7789_3",1
"6981_9",1
"11325_4",1
"1721_1",0
"1205_3",1
"8069_8",1
"8_7",0
"6329_1",0
"5412_2",1
"889_10",1
"8521_10",1
"125_1",0
"5450_1",0
"5900_4",0
"4460_9",1
"4652_9",0
"8444_1",0
"7353_1",0
"8626_1",0
"2640_2",0
"12277_3",0
"8734_1",0
"3043_1",0
"7165_10",1
"8173_1",0
"11027_4",0
"12108_9",1
"6221_3",0
"1836_2",0
"8963_8",1
"7826_8",1
"5445_10",1
"6722_2",0
"8908_10",1
"3698_10",1
"7693_9",1
"10443_3",0
"4237_10",0
"285_10",0
"2007_7",0
"5999_7",0
"11701_3",0
"4352_10",1
"8150_10",1
"4846_7",1
"2898_1",0
"12286_7",1
"9532_10",1
"11471_3",0
"3992_2",1
"3806_4",0
"2165_7",0
"1879_10",1
"11830_9",1
"1545_10",1
"11067_2",0
"11853_7",0
"9160_1",0
"12460_7",1
"10122_7",0
"3172_2",0
"4444_10",1
"6929_8",1
"12059_3",1
"10165_7",1
"10270_1",0
"5945_10",1
"9284_8",1
"970_10",1
"4775_3",0
"4894_2",0
"11472_7",0
"5537_10",1
"2646_3",0
"1510_3",0
"7643_4",0
"4651_3",0
"11253_1",0
"1424_10",0
"11257_7",0
"3858_10",1
"3920_9",1
"10208_7",1
"7503_7",1
"10250_10",0
"11897_9",0
"6692_9",0
"2987_10",1
"1374_1",0
"5196_4",0
"10619_1",0
"11870_1",1
"11226_4",0
"10199_7",0
"1952_8",1
"10143_8",0
"8514_7",1
"10729_8",0
"9585_10",1
"958_9",1
"11610_10",1
"5989_7",1
"8973_3",1
"11714_10",1
"9661_8",1
"2194_3",0
"10444_1",0
"9861_10",1
"4397_3",1
"8112_1",0
"11344_3",0
"5506_10",1
"5593_10",1
"749_10",1
"2558_10",1
"963_4",1
"11947_9",1
"990_9",0
"967_3",0
"551_1",1
"6457_4",0
"6465_4",0
"2132_4",0
"5094_8",1
"1746_1",0
"11227_1",0
"5229_10",0
"12257_8",0
"6569_7",1
"10468_1",0
"1115_9",1
"6798_9",1
"6003_8",1
"11266_1",0
"7363_9",0
"3918_10",1
"6254_3",0
"8842_9",1
"7238_9",0
"10045_1",0
"6907_8",1
"2359_1",0
"928_10",1
"803_4",1
"10647_8",0
"7321_2",0
"12440_1",0
"206_10",1
"2530_2",0
"8632_4",0
"5488_2",0
"2474_1",0
"3044_7",0
"6035_10",1
"4115_8",0
"4654_2",0
"12218_1",0
"863_2",0
"6353_1",0
"8958_10",1
"9800_9",1
"7187_8",1
"6652_3",0
"3198_3",0
"4260_9",1
"11371_10",1
"9063_8",1
"2936_3",0
"6459_10",1
"878_7",0
"8903_3",0
"5347_7",1
"5508_10",1
"3795_1",0
"11065_8",1
"10291_4",0
"4869_10",1
"10547_9",0
"11758_7",1
"3302_10",1
"7192_1",0
"659_10",0
"11042_7",1
"11040_2",0
"12079_2",0
"6938_4",0
"3723_1",0
"12207_1",0
"8692_2",1
"10524_4",0
"8032_10",0
"10285_10",1
"2205_8",0
"3682_8",1
"5945_1",0
"5031_3",0
"2371_8",0
"1151_1",0
"9323_10",1
"1116_3",0
"1493_1",0
"3691_3",0
"12248_4",0
"8708_3",0
"7449_1",1
"1662_7",1
"933_10",1
"10127_1",0
"7233_4",0
"9063_2",0
"9878_7",1
"1984_1",0
"2082_10",1
"3450_7",0
"10342_2",0
"2129_8",1
"2235_1",0
"4975_1",0
"7406_2",0
"505_2",0
"11338_3",0
"10624_7",1
"10624_1",0
"4147_8",1
"711_4",1
"7963_9",1
"10519_1",0
"12259_1",0
"11777_9",0
"11548_4",0
"6442_9",1
"2262_1",0
"4432_2",0
"1245_2",0
"11748_8",0
"6422_7",1
"9219_10",0
"10183_1",0
"6871_4",0
"2933_3",0
"12057_1",0
"3621_1",0
"12132_10",1
"12132_4",0
"4159_1",0
"12429_1",0
"4330_1",0
"2932_4",0
"443_10",1
"3388_7",1
"9572_8",0
"8524_10",1
"6452_1",0
"5409_10",1
"525_1",0
"6846_1",0
"2828_3",0
"3862_4",0
"674_10",1
"8828_10",1
"2963_8",1
"2483_1",0
"9159_1",0
"1073_2",0
"6684_1",0
"5923_7",1
"6352_2",0
"9919_9",1
"9407_4",0
"5561_3",0
"2093_3",0
"6668_2",0
"5215_2",0
"8561_3",1
"6488_10",1
"1945_8",1
"6712_2",0
"7986_4",1
"1269_2",0
"8146_10",0
"8560_1",0
"7747_1",0
"8420_9",1
"2475_3",0
"5466_8",1
"2386_8",1
"8059_10",1
"793_2",0
"6326_10",0
"6742_4",0
"4391_8",1
"10517_8",1
"10009_1",0
"2860_9",0
"359_8",1
"2469_10",0
"8962_9",1
"4297_1",0
"2341_8",1
"820_10",1
"8721_1",0
"1806_4",0
"5209_8",1
"8388_1",0
"1213_10",1
"5278_7",1
"3625_2",1
"1937_10",0
"4095_8",1
"6804_1",0
"9596_1",0
"8178_8",1
"10774_8",1
"154_8",1
"5309_1",0
"8411_7",1
"9909_7",1
"1005_3",0
"4712_7",1
"7088_1",0
"2992_7",1
"3971_8",1
"9476_4",0
"2344_9",1
"9283_8",1
"3849_4",1
"11415_8",1
"8647_1",0
"6777_4",0
"504_8",1
"5661_2",0
"12209_7",1
"583_8",1
"6467_7",1
"5882_1",0
"10002_1",0
"9750_10",1
"7790_9",1
"2222_10",1
"9326_2",0
"5224_10",0
"10617_8",1
"11021_1",0
"4297_9",1
"10383_2",0
"7224_8",1
"9743_1",0
"5823_10",1
"244_4",0
"10251_10",1
"3113_1",0
"5605_7",1
"6955_1",0
"12262_3",0
"9977_4",0
"8143_10",0
"11996_1",1
"3636_8",1
"2761_1",0
"11312_9",1
"6479_10",1
"7837_4",0
"8338_3",0
"1045_8",1
"6539_1",0
"3955_1",0
"11891_9",1
"7387_7",0
"12253_9",1
"10852_10",1
"8845_3",0
"9964_10",0
"352_10",0
"959_4",0
"10975_3",0
"966_2",0
"7924_9",0
"9400_8",1
"7732_4",0
"4722_1",1
"11726_9",0
"377_1",0
"4627_7",0
"883_9",1
"10166_2",0
"11728_2",0
"10159_7",1
"147_4",0
"2175_1",0
"1958_4",0
"2901_1",0
"10859_4",0
"12188_4",0
"4504_9",1
"11340_4",1
"1372_7",1
"8609_3",0
"1734_2",1
"11336_7",0
"6497_1",0
"4452_4",0
"10367_4",0
"3724_1",0
"4499_9",1
"6082_9",1
"4392_9",1
"12012_2",0
"3976_10",1
"11157_3",0
"2536_1",0
"5789_9",1
"797_1",0
"1010_10",1
"6634_2",0
"11343_4",0
"7284_8",0
"5075_7",0
"7908_2",0
"8319_10",1
"7273_8",1
"5620_3",0
"518_3",1
"27_1",0
"1657_9",1
"8978_10",1
"4090_3",0
"11498_7",1
"276_2",0
"5927_4",0
"10835_10",0
"7222_8",1
"7928_4",0
"9030_10",1
"8621_10",0
"2433_8",1
"1868_1",0
"6751_8",1
"10153_9",1
"2092_3",0
"9103_1",0
"2371_3",1
"11106_1",0
"5198_7",0
"8664_1",0
"1300_1",0
"4088_1",0
"4396_10",1
"10463_10",1
"9496_10",0
"11291_10",1
"7566_1",0
"7561_2",0
"1014_9",1
"8320_8",1
"5301_8",1
"10318_7",1
"4924_7",1
"12162_8",1
"11404_10",1
"2803_10",1
"11863_10",0
"11943_1",0
"11031_8",1
"9897_4",0
"6747_8",1
"3291_8",1
"7145_1",0
"3957_10",1
"4702_1",0
"9869_3",0
"9194_9",1
"5138_10",1
"9314_10",1
"1964_7",1
"1907_2",0
"208_9",1
"5853_10",1
"7588_8",1
"1367_1",1
"6787_9",1
"10231_1",0
"10454_1",0
"11945_3",0
"5854_1",0
"5091_1",0
"10792_9",1
"10507_10",1
"5898_8",1
"9651_3",0
"11880_10",1
"10380_4",0
"942_2",0
"7579_8",1
"8493_1",0
"6654_1",0
"9291_7",1
"12371_1",0
"7143_2",0
"12465_9",1
"3116_2",0
"7378_4",0
"4677_9",1
"11501_8",1
"420_7",1
"2836_1",0
"9234_4",1
"11963_10",1
"1955_1",0
"2439_2",0
"168_1",0
"11300_4",1
"2626_4",0
"4395_10",1
"3981_10",1
"12415_8",0
"11810_7",0
"4600_10",1
"399_2",0
"6136_2",1
"2267_8",1
"7337_10",1
"8687_2",0
"12339_4",0
"9648_8",1
"3024_1",0
"909_8",1
"3590_1",0
"4328_3",0
"7940_7",1
"12083_3",0
"9534_10",1
"11613_2",0
"8344_10",1
"10962_3",0
"8902_7",1
"7389_10",1
"8085_7",0
"1823_1",0
"8468_3",0
"11941_8",1
"5282_4",0
"8359_4",1
"8939_1",0
"6201_1",0
"6712_9",1
"191_3",1
"1451_2",0
"5216_8",1
"10923_1",0
"12032_8",1
"4357_10",1
"7754_2",0
"5274_3",0
"4053_8",1
"8448_10",1
"2054_9",0
"9500_7",1
"10693_8",1
"11694_7",0
"2022_4",0
"3410_3",0
"758_2",1
"1793_4",0
"1840_10",1
"7570_10",1
"8172_1",0
"2038_7",0
"3246_4",0
"1963_4",0
"6434_3",0
"10696_7",0
"12018_3",0
"8470_2",0
"2317_1",0
"7101_2",0
"10160_4",0
"7010_10",0
"8522_2",0
"324_1",0
"930_7",1
"7007_8",0
"9431_10",1
"7773_1",0
"9546_8",0
"9818_7",0
"9463_10",1
"4857_7",1
"12050_2",1
"5036_9",1
"3505_1",0
"7256_3",0
"1922_9",1
"5950_4",0
"1594_8",1
"7938_7",1
"11177_3",0
"4769_7",1
"8645_8",1
"4154_10",1
"823_4",0
"5139_4",0
"3366_1",0
"2943_1",0
"3411_1",1
"4383_9",1
"4955_9",0
"6285_1",0
"3533_10",1
"6218_7",1
"10546_1",0
"2714_10",1
"11395_4",1
"3563_4",0
"5925_3",0
"8502_1",0
"2133_10",1
"5943_10",1
"7050_3",0
"11941_4",0
"512_10",1
"2201_3",0
"10273_2",0
"506_2",0
"11685_8",1
"915_4",0
"1153_10",1
"9931_4",0
"11703_1",0
"3046_4",1
"2458_2",0
"10231_10",0
"4077_1",0
"49_4",0
"9387_9",1
"4115_1",0
"7056_4",0
"1796_2",0
"4462_9",1
"5628_7",0
"3777_4",0
"9208_7",0
"4895_10",1
"1594_1",0
"337_9",1
"298_4",1
"10650_8",0
"5785_10",0
"7485_8",1
"10454_9",1
"1850_10",1
"4465_2",0
"9354_9",1
"5461_3",0
"1906_1",1
"7448_8",1
"3622_8",1
"685_8",1
"12267_8",1
"2165_4",0
"7319_10",0
"4337_7",0
"5111_10",1
"6114_7",1
"11439_3",0
"368_10",1
"7368_1",0
"6215_7",1
"1323_1",0
"11455_8",1
"1031_2",0
"3082_1",0
"9675_4",0
"5797_3",0
"9265_9",1
"5736_7",0
"3778_10",0
"11777_3",1
"573_1",0
"3646_8",1
"11376_2",0
"5887_7",1
"12265_10",1
"7555_7",1
"7531_8",1
"7623_4",1
"6032_2",0
"8227_1",0
"2006_3",0
"6285_7",1
"5839_3",0
"1369_4",1
"9362_1",0
"3206_4",0
"11965_4",0
"411_2",0
"1304_7",0
"11306_8",1
"2707_1",0
"8999_4",1
"10413_10",1
"6338_1",0
"3076_1",0
"10726_1",0
"3641_4",0
"5577_8",0
"1828_3",0
"9758_4",1
"8127_8",1
"407_4",1
"2036_4",0
"638_10",1
"998_7",1
"2675_1",0
"11132_10",1
"1555_1",0
"4910_1",0
"1954_10",1
"6217_8",1
"7342_7",1
"7575_10",1
"9977_7",1
"4918_7",1
"4072_1",0
"3739_2",0
"7113_2",0
"3612_1",0
"10059_4",1
"2354_1",0
"2566_1",0
"6039_3",0
"6544_10",1
"6427_3",0
"11707_10",0
"10928_7",1
"11904_1",0
"10215_10",1
"3613_8",1
"10475_1",0
"3396_3",0
"11479_10",0
"9718_4",1
"10063_9",1
"5510_1",0
"9203_1",0
"6766_8",1
"602_10",0
"3270_1",1
"8064_10",1
"1985_10",1
"10654_1",0
"3503_7",1
"6727_9",1
"7417_2",1
"10150_9",1
"2172_2",0
"1976_10",1
"1815_2",0
"8050_10",1
"7311_9",1
"6882_9",1
"1717_8",1
"11424_1",0
"834_8",1
"1398_7",0
"5826_10",1
"9492_7",0
"7390_2",0
"238_10",1
"8556_7",0
"3469_4",0
"9923_7",1
"122_9",1
"8255_3",0
"2221_8",0
